1050.6756756756756, 2014/9/15
989.8648648648648, 2014/9/16
1010.135135135135, 2014/9/17
939.1891891891892, 2014/9/18
949.3243243243242, 2014/9/19
929.054054054054, 2014/9/20
898.6486486486485, 2014/9/21
908.7837837837837, 2014/9/22
858.1081081081081, 2014/9/23
939.1891891891892, 2014/9/24
1000, 2014/9/25
1222.972972972973, 2014/9/26
1293.918918918919, 2014/9/27
1233.1081081081081, 2014/9/28
6.7567567567568005, 2014/9/29
6.7567567567568005, 2014/9/30
37.16216216216219, 2014/10/1
57.43243243243246, 2014/10/2
87.83783783783787, 2014/10/3
108.10810810810813, 2014/10/4
118.24324324324328, 2014/10/5
128.3783783783784, 2014/10/6
138.51351351351354, 2014/10/7
148.64864864864865, 2014/10/8
179.05405405405406, 2014/10/10
189.18918918918922, 2014/10/11
189.18918918918922, 2014/10/12
189.18918918918922, 2014/10/13
209.45945945945948, 2014/10/14
219.59459459459458, 2014/10/15
250, 2014/10/16
260.13513513513516, 2014/10/17
260.13513513513516, 2014/10/18
